location,target_end_date,target_type,true_value,location_name,population
IT,2021-09-11,Deaths,419,Italy,60551416
IT,2021-09-18,Deaths,399,Italy,60551416
IT,2021-09-25,Deaths,369,Italy,60551416
IT,2021-10-02,Deaths,345,Italy,60551416
IT,2021-10-09,Deaths,276,Italy,60551416
IT,2021-10-16,Deaths,243,Italy,60551416
IT,2021-10-23,Deaths,285,Italy,60551416
LI,2020-01-25,Deaths,0,Liechtenstein,37922
LI,2020-02-01,Deaths,0,Liechtenstein,37922
LI,2020-02-08,Deaths,0,Liechtenstein,37922
LI,2020-02-15,Deaths,0,Liechtenstein,37922
LI,2020-02-22,Deaths,0,Liechtenstein,37922
LI,2020-02-29,Deaths,0,Liechtenstein,37922
LI,2020-03-07,Deaths,0,Liechtenstein,37922
LI,2020-03-14,Deaths,0,Liechtenstein,37922
LI,2020-03-21,Deaths,0,Liechtenstein,37922
LI,2020-03-28,Deaths,0,Liechtenstein,37922
LI,2020-04-04,Deaths,1,Liechtenstein,37922
LI,2020-04-11,Deaths,0,Liechtenstein,37922
LI,2020-04-18,Deaths,0,Liechtenstein,37922
LI,2020-04-25,Deaths,0,Liechtenstein,37922
LI,2020-05-02,Deaths,0,Liechtenstein,37922
LI,2020-05-09,Deaths,0,Liechtenstein,37922
LI,2020-05-16,Deaths,0,Liechtenstein,37922
LI,2020-05-23,Deaths,0,Liechtenstein,37922
LI,2020-05-30,Deaths,0,Liechtenstein,37922
LI,2020-06-06,Deaths,0,Liechtenstein,37922
LI,2020-06-13,Deaths,0,Liechtenstein,37922
LI,2020-06-20,Deaths,0,Liechtenstein,37922
LI,2020-06-27,Deaths,0,Liechtenstein,37922
LI,2020-07-04,Deaths,0,Liechtenstein,37922
LI,2020-07-11,Deaths,0,Liechtenstein,37922
LI,2020-07-18,Deaths,0,Liechtenstein,37922
LI,2020-07-25,Deaths,0,Liechtenstein,37922
LI,2020-08-01,Deaths,0,Liechtenstein,37922
LI,2020-08-08,Deaths,0,Liechtenstein,37922
LI,2020-08-15,Deaths,0,Liechtenstein,37922
LI,2020-08-22,Deaths,0,Liechtenstein,37922
LI,2020-08-29,Deaths,0,Liechtenstein,37922
LI,2020-09-05,Deaths,0,Liechtenstein,37922
LI,2020-09-12,Deaths,0,Liechtenstein,37922
LI,2020-09-19,Deaths,0,Liechtenstein,37922
LI,2020-09-26,Deaths,0,Liechtenstein,37922
LI,2020-10-03,Deaths,0,Liechtenstein,37922
LI,2020-10-10,Deaths,0,Liechtenstein,37922
LI,2020-10-17,Deaths,0,Liechtenstein,37922
LI,2020-10-24,Deaths,0,Liechtenstein,37922
LI,2020-10-31,Deaths,2,Liechtenstein,37922
LI,2020-11-07,Deaths,0,Liechtenstein,37922
LI,2020-11-14,Deaths,2,Liechtenstein,37922
LI,2020-11-21,Deaths,4,Liechtenstein,37922
LI,2020-11-28,Deaths,8,Liechtenstein,37922
LI,2020-12-05,Deaths,1,Liechtenstein,37922
LI,2020-12-12,Deaths,3,Liechtenstein,37922
LI,2020-12-19,Deaths,5,Liechtenstein,37922
LI,2020-12-26,Deaths,12,Liechtenstein,37922
LI,2021-01-02,Deaths,6,Liechtenstein,37922
LI,2021-01-09,Deaths,6,Liechtenstein,37922
LI,2021-01-16,Deaths,0,Liechtenstein,37922
LI,2021-01-23,Deaths,3,Liechtenstein,37922
LI,2021-01-30,Deaths,0,Liechtenstein,37922
LI,2021-02-06,Deaths,0,Liechtenstein,37922
LI,2021-02-13,Deaths,2,Liechtenstein,37922
LI,2021-02-20,Deaths,0,Liechtenstein,37922
LI,2021-02-27,Deaths,0,Liechtenstein,37922
LI,2021-03-06,Deaths,1,Liechtenstein,37922
LI,2021-03-13,Deaths,0,Liechtenstein,37922
LI,2021-03-20,Deaths,0,Liechtenstein,37922
LI,2021-03-27,Deaths,0,Liechtenstein,37922
LI,2021-04-03,Deaths,0,Liechtenstein,37922
LI,2021-04-10,Deaths,0,Liechtenstein,37922
LI,2021-04-17,Deaths,0,Liechtenstein,37922
LI,2021-04-24,Deaths,0,Liechtenstein,37922
LI,2021-05-01,Deaths,0,Liechtenstein,37922
LI,2021-05-08,Deaths,1,Liechtenstein,37922
LI,2021-05-15,Deaths,0,Liechtenstein,37922
LI,2021-05-22,Deaths,0,Liechtenstein,37922
LI,2021-05-29,Deaths,0,Liechtenstein,37922
LI,2021-06-05,Deaths,0,Liechtenstein,37922
LI,2021-06-12,Deaths,1,Liechtenstein,37922
LI,2021-06-19,Deaths,0,Liechtenstein,37922
LI,2021-06-26,Deaths,0,Liechtenstein,37922
LI,2021-07-03,Deaths,0,Liechtenstein,37922
LI,2021-07-10,Deaths,0,Liechtenstein,37922
LI,2021-07-17,Deaths,0,Liechtenstein,37922
LI,2021-07-24,Deaths,0,Liechtenstein,37922
LI,2021-07-31,Deaths,0,Liechtenstein,37922
LI,2021-08-07,Deaths,0,Liechtenstein,37922
LI,2021-08-14,Deaths,0,Liechtenstein,37922
LI,2021-08-21,Deaths,0,Liechtenstein,37922
LI,2021-08-28,Deaths,0,Liechtenstein,37922
LI,2021-09-04,Deaths,0,Liechtenstein,37922
LI,2021-09-11,Deaths,0,Liechtenstein,37922
LI,2021-09-18,Deaths,0,Liechtenstein,37922
LI,2021-09-25,Deaths,0,Liechtenstein,37922
LI,2021-10-02,Deaths,0,Liechtenstein,37922
LI,2021-10-09,Deaths,0,Liechtenstein,37922
LI,2021-10-16,Deaths,2,Liechtenstein,37922
LI,2021-10-23,Deaths,0,Liechtenstein,37922
LT,2020-01-25,Deaths,0,Lithuania,2827721
LT,2020-02-01,Deaths,0,Lithuania,2827721
LT,2020-02-08,Deaths,0,Lithuania,2827721
LT,2020-02-15,Deaths,0,Lithuania,2827721
LT,2020-02-22,Deaths,0,Lithuania,2827721
LT,2020-02-29,Deaths,0,Lithuania,2827721
LT,2020-03-07,Deaths,0,Lithuania,2827721
LT,2020-03-14,Deaths,0,Lithuania,2827721
LT,2020-03-21,Deaths,0,Lithuania,2827721
LT,2020-03-28,Deaths,4,Lithuania,2827721
LT,2020-04-04,Deaths,3,Lithuania,2827721
LT,2020-04-11,Deaths,6,Lithuania,2827721
LT,2020-04-18,Deaths,9,Lithuania,2827721
LT,2020-04-25,Deaths,7,Lithuania,2827721
LT,2020-05-02,Deaths,4,Lithuania,2827721
LT,2020-05-09,Deaths,2,Lithuania,2827721
LT,2020-05-16,Deaths,7,Lithuania,2827721
LT,2020-05-23,Deaths,5,Lithuania,2827721
LT,2020-05-30,Deaths,7,Lithuania,2827721
LT,2020-06-06,Deaths,1,Lithuania,2827721
LT,2020-06-13,Deaths,4,Lithuania,2827721
LT,2020-06-20,Deaths,1,Lithuania,2827721
LT,2020-06-27,Deaths,1,Lithuania,2827721
LT,2020-07-04,Deaths,1,Lithuania,2827721
LT,2020-07-11,Deaths,0,Lithuania,2827721
LT,2020-07-18,Deaths,1,Lithuania,2827721
LT,2020-07-25,Deaths,0,Lithuania,2827721
LT,2020-08-01,Deaths,0,Lithuania,2827721
LT,2020-08-08,Deaths,1,Lithuania,2827721
LT,2020-08-15,Deaths,0,Lithuania,2827721
LT,2020-08-22,Deaths,3,Lithuania,2827721
LT,2020-08-29,Deaths,2,Lithuania,2827721
LT,2020-09-05,Deaths,0,Lithuania,2827721
LT,2020-09-12,Deaths,1,Lithuania,2827721
LT,2020-09-19,Deaths,1,Lithuania,2827721
LT,2020-09-26,Deaths,3,Lithuania,2827721
LT,2020-10-03,Deaths,6,Lithuania,2827721
LT,2020-10-10,Deaths,7,Lithuania,2827721
LT,2020-10-17,Deaths,11,Lithuania,2827721
LT,2020-10-24,Deaths,18,Lithuania,2827721
LT,2020-10-31,Deaths,36,Lithuania,2827721
LT,2020-11-07,Deaths,43,Lithuania,2827721
LT,2020-11-14,Deaths,86,Lithuania,2827721
LT,2020-11-21,Deaths,131,Lithuania,2827721
LT,2020-11-28,Deaths,159,Lithuania,2827721
LT,2020-12-05,Deaths,195,Lithuania,2827721
LT,2020-12-12,Deaths,219,Lithuania,2827721
LT,2020-12-19,Deaths,280,Lithuania,2827721
LT,2020-12-26,Deaths,306,Lithuania,2827721
LT,2021-01-02,Deaths,317,Lithuania,2827721
LT,2021-01-09,Deaths,286,Lithuania,2827721
LT,2021-01-16,Deaths,245,Lithuania,2827721
LT,2021-01-23,Deaths,212,Lithuania,2827721
LT,2021-01-30,Deaths,160,Lithuania,2827721
LT,2021-02-06,Deaths,136,Lithuania,2827721
LT,2021-02-13,Deaths,130,Lithuania,2827721
LT,2021-02-20,Deaths,105,Lithuania,2827721
LT,2021-02-27,Deaths,72,Lithuania,2827721
LT,2021-03-06,Deaths,87,Lithuania,2827721
LT,2021-03-13,Deaths,68,Lithuania,2827721
LT,2021-03-20,Deaths,75,Lithuania,2827721
LT,2021-03-27,Deaths,75,Lithuania,2827721
LT,2021-04-03,Deaths,63,Lithuania,2827721
LT,2021-04-10,Deaths,69,Lithuania,2827721
LT,2021-04-17,Deaths,80,Lithuania,2827721
LT,2021-04-24,Deaths,90,Lithuania,2827721
LT,2021-05-01,Deaths,96,Lithuania,2827721
LT,2021-05-08,Deaths,87,Lithuania,2827721
LT,2021-05-15,Deaths,64,Lithuania,2827721
LT,2021-05-22,Deaths,85,Lithuania,2827721
LT,2021-05-29,Deaths,72,Lithuania,2827721
LT,2021-06-05,Deaths,57,Lithuania,2827721
LT,2021-06-12,Deaths,33,Lithuania,2827721
LT,2021-06-19,Deaths,29,Lithuania,2827721
LT,2021-06-26,Deaths,15,Lithuania,2827721
LT,2021-07-03,Deaths,10,Lithuania,2827721
LT,2021-07-10,Deaths,9,Lithuania,2827721
LT,2021-07-17,Deaths,6,Lithuania,2827721
LT,2021-07-24,Deaths,6,Lithuania,2827721
LT,2021-07-31,Deaths,5,Lithuania,2827721
LT,2021-08-07,Deaths,9,Lithuania,2827721
LT,2021-08-14,Deaths,22,Lithuania,2827721
LT,2021-08-21,Deaths,35,Lithuania,2827721
LT,2021-08-28,Deaths,51,Lithuania,2827721
LT,2021-09-04,Deaths,66,Lithuania,2827721
LT,2021-09-11,Deaths,71,Lithuania,2827721
LT,2021-09-18,Deaths,108,Lithuania,2827721
LT,2021-09-25,Deaths,119,Lithuania,2827721
LT,2021-10-02,Deaths,145,Lithuania,2827721
LT,2021-10-09,Deaths,168,Lithuania,2827721
LT,2021-10-16,Deaths,197,Lithuania,2827721
LT,2021-10-23,Deaths,196,Lithuania,2827721
LU,2020-01-25,Deaths,0,Luxembourg,599449
LU,2020-02-01,Deaths,0,Luxembourg,599449
LU,2020-02-08,Deaths,0,Luxembourg,599449
LU,2020-02-15,Deaths,0,Luxembourg,599449
LU,2020-02-22,Deaths,0,Luxembourg,599449
LU,2020-02-29,Deaths,0,Luxembourg,599449
LU,2020-03-07,Deaths,0,Luxembourg,599449
LU,2020-03-14,Deaths,1,Luxembourg,599449
LU,2020-03-21,Deaths,7,Luxembourg,599449
LU,2020-03-28,Deaths,10,Luxembourg,599449
LU,2020-04-04,Deaths,13,Luxembourg,599449
LU,2020-04-11,Deaths,31,Luxembourg,599449
LU,2020-04-18,Deaths,10,Luxembourg,599449
LU,2020-04-25,Deaths,13,Luxembourg,599449
LU,2020-05-02,Deaths,7,Luxembourg,599449
LU,2020-05-09,Deaths,9,Luxembourg,599449
LU,2020-05-16,Deaths,3,Luxembourg,599449
LU,2020-05-23,Deaths,5,Luxembourg,599449
LU,2020-05-30,Deaths,1,Luxembourg,599449
LU,2020-06-06,Deaths,0,Luxembourg,599449
LU,2020-06-13,Deaths,0,Luxembourg,599449
LU,2020-06-20,Deaths,0,Luxembourg,599449
LU,2020-06-27,Deaths,0,Luxembourg,599449
LU,2020-07-04,Deaths,0,Luxembourg,599449
LU,2020-07-11,Deaths,0,Luxembourg,599449
LU,2020-07-18,Deaths,1,Luxembourg,599449
LU,2020-07-25,Deaths,1,Luxembourg,599449
LU,2020-08-01,Deaths,4,Luxembourg,599449
LU,2020-08-08,Deaths,4,Luxembourg,599449
LU,2020-08-15,Deaths,3,Luxembourg,599449
LU,2020-08-22,Deaths,1,Luxembourg,599449
LU,2020-08-29,Deaths,0,Luxembourg,599449
LU,2020-09-05,Deaths,0,Luxembourg,599449
LU,2020-09-12,Deaths,0,Luxembourg,599449
LU,2020-09-19,Deaths,0,Luxembourg,599449
LU,2020-09-26,Deaths,0,Luxembourg,599449
LU,2020-10-03,Deaths,1,Luxembourg,599449
LU,2020-10-10,Deaths,6,Luxembourg,599449
LU,2020-10-17,Deaths,2,Luxembourg,599449
LU,2020-10-24,Deaths,8,Luxembourg,599449
LU,2020-10-31,Deaths,11,Luxembourg,599449
LU,2020-11-07,Deaths,28,Luxembourg,599449
LU,2020-11-14,Deaths,39,Luxembourg,599449
LU,2020-11-21,Deaths,41,Luxembourg,599449
LU,2020-11-28,Deaths,40,Luxembourg,599449
LU,2020-12-05,Deaths,45,Luxembourg,599449
LU,2020-12-12,Deaths,47,Luxembourg,599449
LU,2020-12-19,Deaths,42,Luxembourg,599449
LU,2020-12-26,Deaths,24,Luxembourg,599449
LU,2021-01-02,Deaths,37,Luxembourg,599449
LU,2021-01-09,Deaths,32,Luxembourg,599449
LU,2021-01-16,Deaths,22,Luxembourg,599449
LU,2021-01-23,Deaths,13,Luxembourg,599449
LU,2021-01-30,Deaths,15,Luxembourg,599449
LU,2021-02-06,Deaths,13,Luxembourg,599449
LU,2021-02-13,Deaths,16,Luxembourg,599449
LU,2021-02-20,Deaths,16,Luxembourg,599449
LU,2021-02-27,Deaths,15,Luxembourg,599449
LU,2021-03-06,Deaths,15,Luxembourg,599449
LU,2021-03-13,Deaths,29,Luxembourg,599449
LU,2021-03-20,Deaths,33,Luxembourg,599449
LU,2021-03-27,Deaths,24,Luxembourg,599449
LU,2021-04-03,Deaths,12,Luxembourg,599449
LU,2021-04-10,Deaths,13,Luxembourg,599449
LU,2021-04-17,Deaths,22,Luxembourg,599449
LU,2021-04-24,Deaths,5,Luxembourg,599449
LU,2021-05-01,Deaths,6,Luxembourg,599449
LU,2021-05-08,Deaths,5,Luxembourg,599449
LU,2021-05-15,Deaths,5,Luxembourg,599449
LU,2021-05-22,Deaths,4,Luxembourg,599449
LU,2021-05-29,Deaths,4,Luxembourg,599449
LU,2021-06-05,Deaths,4,Luxembourg,599449
LU,2021-06-12,Deaths,0,Luxembourg,599449
LU,2021-06-19,Deaths,0,Luxembourg,599449
LU,2021-06-26,Deaths,0,Luxembourg,599449
LU,2021-07-03,Deaths,0,Luxembourg,599449
LU,2021-07-10,Deaths,1,Luxembourg,599449
LU,2021-07-17,Deaths,1,Luxembourg,599449
LU,2021-07-24,Deaths,1,Luxembourg,599449
LU,2021-07-31,Deaths,1,Luxembourg,599449
LU,2021-08-07,Deaths,2,Luxembourg,599449
LU,2021-08-14,Deaths,4,Luxembourg,599449
LU,2021-08-21,Deaths,2,Luxembourg,599449
LU,2021-08-28,Deaths,0,Luxembourg,599449
LU,2021-09-04,Deaths,0,Luxembourg,599449
LU,2021-09-11,Deaths,4,Luxembourg,599449
LU,2021-09-18,Deaths,0,Luxembourg,599449
LU,2021-09-25,Deaths,1,Luxembourg,599449
LU,2021-10-02,Deaths,0,Luxembourg,599449
LU,2021-10-09,Deaths,1,Luxembourg,599449
LU,2021-10-16,Deaths,3,Luxembourg,599449
LU,2021-10-23,Deaths,3,Luxembourg,599449
LV,2020-01-25,Deaths,0,Latvia,1940740
LV,2020-02-01,Deaths,0,Latvia,1940740
LV,2020-02-08,Deaths,0,Latvia,1940740
LV,2020-02-15,Deaths,0,Latvia,1940740
LV,2020-02-22,Deaths,0,Latvia,1940740
LV,2020-02-29,Deaths,0,Latvia,1940740
LV,2020-03-07,Deaths,0,Latvia,1940740
LV,2020-03-14,Deaths,0,Latvia,1940740
LV,2020-03-21,Deaths,0,Latvia,1940740
LV,2020-03-28,Deaths,0,Latvia,1940740
LV,2020-04-04,Deaths,1,Latvia,1940740
LV,2020-04-11,Deaths,2,Latvia,1940740
LV,2020-04-18,Deaths,2,Latvia,1940740
LV,2020-04-25,Deaths,7,Latvia,1940740
LV,2020-05-02,Deaths,4,Latvia,1940740
LV,2020-05-09,Deaths,2,Latvia,1940740
LV,2020-05-16,Deaths,1,Latvia,1940740
LV,2020-05-23,Deaths,3,Latvia,1940740
LV,2020-05-30,Deaths,2,Latvia,1940740
LV,2020-06-06,Deaths,1,Latvia,1940740
LV,2020-06-13,Deaths,3,Latvia,1940740
LV,2020-06-20,Deaths,2,Latvia,1940740
LV,2020-06-27,Deaths,0,Latvia,1940740
LV,2020-07-04,Deaths,0,Latvia,1940740
LV,2020-07-11,Deaths,0,Latvia,1940740
LV,2020-07-18,Deaths,1,Latvia,1940740
LV,2020-07-25,Deaths,0,Latvia,1940740
LV,2020-08-01,Deaths,1,Latvia,1940740
LV,2020-08-08,Deaths,0,Latvia,1940740
LV,2020-08-15,Deaths,0,Latvia,1940740
LV,2020-08-22,Deaths,1,Latvia,1940740
LV,2020-08-29,Deaths,1,Latvia,1940740
LV,2020-09-05,Deaths,1,Latvia,1940740
LV,2020-09-12,Deaths,0,Latvia,1940740
LV,2020-09-19,Deaths,1,Latvia,1940740
LV,2020-09-26,Deaths,0,Latvia,1940740
LV,2020-10-03,Deaths,2,Latvia,1940740
LV,2020-10-10,Deaths,2,Latvia,1940740
LV,2020-10-17,Deaths,3,Latvia,1940740
LV,2020-10-24,Deaths,11,Latvia,1940740
LV,2020-10-31,Deaths,17,Latvia,1940740
LV,2020-11-07,Deaths,25,Latvia,1940740
LV,2020-11-14,Deaths,25,Latvia,1940740
LV,2020-11-21,Deaths,32,Latvia,1940740
LV,2020-11-28,Deaths,40,Latvia,1940740
LV,2020-12-05,Deaths,60,Latvia,1940740
LV,2020-12-12,Deaths,71,Latvia,1940740
LV,2020-12-19,Deaths,103,Latvia,1940740
LV,2020-12-26,Deaths,88,Latvia,1940740
LV,2021-01-02,Deaths,153,Latvia,1940740
LV,2021-01-09,Deaths,150,Latvia,1940740
LV,2021-01-16,Deaths,143,Latvia,1940740
LV,2021-01-23,Deaths,136,Latvia,1940740
LV,2021-01-30,Deaths,83,Latvia,1940740
LV,2021-02-06,Deaths,147,Latvia,1940740
LV,2021-02-13,Deaths,116,Latvia,1940740
LV,2021-02-20,Deaths,95,Latvia,1940740
LV,2021-02-27,Deaths,76,Latvia,1940740
LV,2021-03-06,Deaths,73,Latvia,1940740
LV,2021-03-13,Deaths,70,Latvia,1940740
LV,2021-03-20,Deaths,64,Latvia,1940740
LV,2021-03-27,Deaths,51,Latvia,1940740
LV,2021-04-03,Deaths,51,Latvia,1940740
LV,2021-04-10,Deaths,63,Latvia,1940740
LV,2021-04-17,Deaths,62,Latvia,1940740
LV,2021-04-24,Deaths,53,Latvia,1940740
LV,2021-05-01,Deaths,38,Latvia,1940740
LV,2021-05-08,Deaths,69,Latvia,1940740
LV,2021-05-15,Deaths,49,Latvia,1940740
LV,2021-05-22,Deaths,66,Latvia,1940740
LV,2021-05-29,Deaths,47,Latvia,1940740
LV,2021-06-05,Deaths,37,Latvia,1940740
LV,2021-06-12,Deaths,44,Latvia,1940740
LV,2021-06-19,Deaths,42,Latvia,1940740
LV,2021-06-26,Deaths,10,Latvia,1940740
LV,2021-07-03,Deaths,23,Latvia,1940740
LV,2021-07-10,Deaths,10,Latvia,1940740
LV,2021-07-17,Deaths,7,Latvia,1940740
LV,2021-07-24,Deaths,7,Latvia,1940740
LV,2021-07-31,Deaths,6,Latvia,1940740
LV,2021-08-07,Deaths,3,Latvia,1940740
LV,2021-08-14,Deaths,2,Latvia,1940740
LV,2021-08-21,Deaths,7,Latvia,1940740
LV,2021-08-28,Deaths,5,Latvia,1940740
LV,2021-09-04,Deaths,11,Latvia,1940740
LV,2021-09-11,Deaths,23,Latvia,1940740
LV,2021-09-18,Deaths,33,Latvia,1940740
LV,2021-09-25,Deaths,42,Latvia,1940740
LV,2021-10-02,Deaths,49,Latvia,1940740
LV,2021-10-09,Deaths,63,Latvia,1940740
LV,2021-10-16,Deaths,87,Latvia,1940740
LV,2021-10-23,Deaths,137,Latvia,1940740
MT,2020-01-25,Deaths,0,Malta,465292
MT,2020-02-01,Deaths,0,Malta,465292
MT,2020-02-08,Deaths,0,Malta,465292
MT,2020-02-15,Deaths,0,Malta,465292
MT,2020-02-22,Deaths,0,Malta,465292
MT,2020-02-29,Deaths,0,Malta,465292
MT,2020-03-07,Deaths,0,Malta,465292
MT,2020-03-14,Deaths,0,Malta,465292
MT,2020-03-21,Deaths,0,Malta,465292
MT,2020-03-28,Deaths,0,Malta,465292
MT,2020-04-04,Deaths,0,Malta,465292
MT,2020-04-11,Deaths,3,Malta,465292
MT,2020-04-18,Deaths,0,Malta,465292
MT,2020-04-25,Deaths,1,Malta,465292
MT,2020-05-02,Deaths,0,Malta,465292
MT,2020-05-09,Deaths,1,Malta,465292
MT,2020-05-16,Deaths,1,Malta,465292
MT,2020-05-23,Deaths,0,Malta,465292
MT,2020-05-30,Deaths,3,Malta,465292
MT,2020-06-06,Deaths,0,Malta,465292
MT,2020-06-13,Deaths,0,Malta,465292
MT,2020-06-20,Deaths,0,Malta,465292
MT,2020-06-27,Deaths,0,Malta,465292
MT,2020-07-04,Deaths,0,Malta,465292
MT,2020-07-11,Deaths,0,Malta,465292
MT,2020-07-18,Deaths,0,Malta,465292
MT,2020-07-25,Deaths,0,Malta,465292
MT,2020-08-01,Deaths,0,Malta,465292
MT,2020-08-08,Deaths,0,Malta,465292
MT,2020-08-15,Deaths,0,Malta,465292
MT,2020-08-22,Deaths,1,Malta,465292
MT,2020-08-29,Deaths,0,Malta,465292
MT,2020-09-05,Deaths,4,Malta,465292
MT,2020-09-12,Deaths,1,Malta,465292
MT,2020-09-19,Deaths,4,Malta,465292
MT,2020-09-26,Deaths,12,Malta,465292
MT,2020-10-03,Deaths,7,Malta,465292
MT,2020-10-10,Deaths,3,Malta,465292
MT,2020-10-17,Deaths,4,Malta,465292
MT,2020-10-24,Deaths,5,Malta,465292
MT,2020-10-31,Deaths,12,Malta,465292
MT,2020-11-07,Deaths,12,Malta,465292
MT,2020-11-14,Deaths,21,Malta,465292
MT,2020-11-21,Deaths,16,Malta,465292
MT,2020-11-28,Deaths,21,Malta,465292
MT,2020-12-05,Deaths,17,Malta,465292
MT,2020-12-12,Deaths,17,Malta,465292
MT,2020-12-19,Deaths,21,Malta,465292
MT,2020-12-26,Deaths,19,Malta,465292
MT,2021-01-02,Deaths,14,Malta,465292
MT,2021-01-09,Deaths,12,Malta,465292
MT,2021-01-16,Deaths,6,Malta,465292
MT,2021-01-23,Deaths,12,Malta,465292
MT,2021-01-30,Deaths,15,Malta,465292
MT,2021-02-06,Deaths,14,Malta,465292
MT,2021-02-13,Deaths,11,Malta,465292
MT,2021-02-20,Deaths,13,Malta,465292
MT,2021-02-27,Deaths,10,Malta,465292
MT,2021-03-06,Deaths,16,Malta,465292
MT,2021-03-13,Deaths,21,Malta,465292
MT,2021-03-20,Deaths,19,Malta,465292
MT,2021-03-27,Deaths,16,Malta,465292
MT,2021-04-03,Deaths,12,Malta,465292
MT,2021-04-10,Deaths,5,Malta,465292
MT,2021-04-17,Deaths,7,Malta,465292
MT,2021-04-24,Deaths,3,Malta,465292
MT,2021-05-01,Deaths,3,Malta,465292
MT,2021-05-08,Deaths,2,Malta,465292
MT,2021-05-15,Deaths,0,Malta,465292
MT,2021-05-22,Deaths,0,Malta,465292
MT,2021-05-29,Deaths,2,Malta,465292
MT,2021-06-05,Deaths,0,Malta,465292
MT,2021-06-12,Deaths,0,Malta,465292
MT,2021-06-19,Deaths,1,Malta,465292
MT,2021-06-26,Deaths,0,Malta,465292
MT,2021-07-03,Deaths,0,Malta,465292
MT,2021-07-10,Deaths,0,Malta,465292
MT,2021-07-17,Deaths,0,Malta,465292
MT,2021-07-24,Deaths,1,Malta,465292
MT,2021-07-31,Deaths,2,Malta,465292
MT,2021-08-07,Deaths,1,Malta,465292
MT,2021-08-14,Deaths,6,Malta,465292
MT,2021-08-21,Deaths,6,Malta,465292
MT,2021-08-28,Deaths,4,Malta,465292
MT,2021-09-04,Deaths,2,Malta,465292
MT,2021-09-11,Deaths,5,Malta,465292
MT,2021-09-18,Deaths,6,Malta,465292
MT,2021-09-25,Deaths,4,Malta,465292
MT,2021-10-02,Deaths,2,Malta,465292
MT,2021-10-09,Deaths,0,Malta,465292
MT,2021-10-16,Deaths,0,Malta,465292
MT,2021-10-23,Deaths,0,Malta,465292
NL,2020-01-25,Deaths,0,Netherlands,17132854
NL,2020-02-01,Deaths,0,Netherlands,17132854
NL,2020-02-08,Deaths,0,Netherlands,17132854
NL,2020-02-15,Deaths,0,Netherlands,17132854
NL,2020-02-22,Deaths,0,Netherlands,17132854
NL,2020-02-29,Deaths,0,Netherlands,17132854
NL,2020-03-07,Deaths,1,Netherlands,17132854
NL,2020-03-14,Deaths,11,Netherlands,17132854
NL,2020-03-21,Deaths,124,Netherlands,17132854
NL,2020-03-28,Deaths,503,Netherlands,17132854
NL,2020-04-04,Deaths,1012,Netherlands,17132854
NL,2020-04-11,Deaths,992,Netherlands,17132854
NL,2020-04-18,Deaths,958,Netherlands,17132854
NL,2020-04-25,Deaths,808,Netherlands,17132854
NL,2020-05-02,Deaths,578,Netherlands,17132854
NL,2020-05-09,Deaths,435,Netherlands,17132854
NL,2020-05-16,Deaths,248,Netherlands,17132854
NL,2020-05-23,Deaths,141,Netherlands,17132854
NL,2020-05-30,Deaths,140,Netherlands,17132854
NL,2020-06-06,Deaths,60,Netherlands,17132854
NL,2020-06-13,Deaths,46,Netherlands,17132854
NL,2020-06-20,Deaths,32,Netherlands,17132854
NL,2020-06-27,Deaths,16,Netherlands,17132854
NL,2020-07-04,Deaths,21,Netherlands,17132854
NL,2020-07-11,Deaths,11,Netherlands,17132854
NL,2020-07-18,Deaths,-1,Netherlands,17132854
NL,2020-07-25,Deaths,4,Netherlands,17132854
NL,2020-08-01,Deaths,8,Netherlands,17132854
NL,2020-08-08,Deaths,9,Netherlands,17132854
NL,2020-08-15,Deaths,12,Netherlands,17132854
NL,2020-08-22,Deaths,31,Netherlands,17132854
NL,2020-08-29,Deaths,24,Netherlands,17132854
NL,2020-09-05,Deaths,17,Netherlands,17132854
NL,2020-09-12,Deaths,12,Netherlands,17132854
NL,2020-09-19,Deaths,22,Netherlands,17132854
NL,2020-09-26,Deaths,91,Netherlands,17132854
NL,2020-10-03,Deaths,83,Netherlands,17132854
NL,2020-10-10,Deaths,118,Netherlands,17132854
NL,2020-10-17,Deaths,170,Netherlands,17132854
NL,2020-10-24,Deaths,282,Netherlands,17132854
NL,2020-10-31,Deaths,376,Netherlands,17132854
NL,2020-11-07,Deaths,565,Netherlands,17132854
NL,2020-11-14,Deaths,483,Netherlands,17132854
NL,2020-11-21,Deaths,427,Netherlands,17132854
NL,2020-11-28,Deaths,456,Netherlands,17132854
NL,2020-12-05,Deaths,336,Netherlands,17132854
NL,2020-12-12,Deaths,357,Netherlands,17132854
NL,2020-12-19,Deaths,440,Netherlands,17132854
NL,2020-12-26,Deaths,511,Netherlands,17132854
NL,2021-01-02,Deaths,595,Netherlands,17132854
NL,2021-01-09,Deaths,742,Netherlands,17132854
NL,2021-01-16,Deaths,658,Netherlands,17132854
NL,2021-01-23,Deaths,545,Netherlands,17132854
NL,2021-01-30,Deaths,449,Netherlands,17132854
NL,2021-02-06,Deaths,396,Netherlands,17132854
NL,2021-02-13,Deaths,438,Netherlands,17132854
NL,2021-02-20,Deaths,407,Netherlands,17132854
NL,2021-02-27,Deaths,343,Netherlands,17132854
NL,2021-03-06,Deaths,260,Netherlands,17132854
NL,2021-03-13,Deaths,243,Netherlands,17132854
NL,2021-03-20,Deaths,214,Netherlands,17132854
